code,year,0. Crop production index,1. Mean air temperature,"10. PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11. Arable land (hectares),12. Livestock production index (2014-2016 = 100),13. Population,14. Fertilizers by Nutrient (phosphate P2O5),16. Population living in slums (% of urban population),17. Employment in agriculture (% of total employment) (modeled ILO estimate),18. Temperature change on land,19. Fertilizers by Nutrient (nitrogen N),2. Energy use in agriculture,20. Agriculture land area (sq. km),21. Employment in agriculture,3. Land area (sq. km),4. Agriculture land area (% of land area),5. Average precipitation (mm per year),6. Permanent cropland (% of land area),7. Fertilizer consumption (kilograms per hectare of arable land),"8. Annual freshwater withdrawals, total (billion cubic meters)",9. Fertilizers by Nutrient (potash K2O)
LSO,1978,132.48,11.17,,289000.0,65.65,1331213.0,4000.0,,,0.101,400.0,,,,30360.0,75.52700922,,0.101,15.22491349,,
LSO,1979,112.85,11.24,,305000.0,74.03,1368917.0,4000.0,,,0.305,400.0,,,,30360.0,76.05401845,,0.305,14.42622951,,
LSO,1980,94.89,11.35,,292000.0,87.27,1407672.0,4000.0,,,0.18,500.0,,,,30360.0,75.62582345,,0.18,15.4109589,,
LSO,1981,87.15,11.34,,298000.0,89.41,1447501.0,4000.0,,,-0.312,500.0,,,,30360.0,75.82345191,,-0.312,15.10067114,,
LSO,1982,76.56,11.32,,288000.0,94.08,1488399.0,4000.0,,,0.269,500.0,,,,30360.0,75.49407115,,0.269,15.625,,
LSO,1983,74.41,11.07,,283000.0,96.69,1530331.0,4000.0,,,1.002,500.0,,,,30360.0,75.32938076,,1.002,15.90106007,,
LSO,1984,78.2,11.24,,297000.0,97.84,1573267.0,4000.0,,,0.341,600.0,,,,30360.0,75.79051383,,0.341,15.48821549,,
LSO,1985,91.94,11.25,,304000.0,95.18,1616697.0,3100.0,,,0.775,100.0,,,,30360.0,76.02108037,,0.775,11.51315789,,300.0
LSO,1986,82.19,11.31,,287000.0,98.68,1659793.0,3500.0,,,0.479,100.0,,,,30360.0,75.46113307,,0.479,13.58885017,,300.0
LSO,1987,88.14,11.4,,326000.0,100.37,1698939.0,3500.0,,,0.578,400.0,,,,30360.0,76.74571805,,0.578,12.26993865,0.05,100.0
LSO,1988,122.07,11.44,,339000.0,95.39,1733733.0,4000.0,,,0.459,400.0,,,,30360.0,77.17391304,,0.459,13.27433628,0.049367949,100.0
LSO,1989,116.28,11.33,,301000.0,95.11,1767091.0,4000.0,,,-0.007,500.0,,,,30360.0,75.92226614,,-0.007,15.28239203,0.048735897,100.0
LSO,1990,128.16,11.53,26.36942322,317000.0,89.79,1798997.0,4000.0,,,0.337,500.0,1.1096,,,30360.0,76.44927536,788,0.337,14.51104101,0.048103846,100.0
LSO,1991,65.08,11.6,26.38921925,319000.0,62.44,1829509.0,4000.0,,51.394265616453,0.501,800.0,1.1888,,,30360.0,76.51515152,,0.501,18.49529781,0.047471795,1100.0
LSO,1992,74.6,10.94,26.38781299,332000.0,74.1,1858507.0,4000.0,,51.1475589395034,0.942,700.0,1.3906,,,30360.0,76.94334651,,0.942,17.1686747,0.046839744,1000.0
LSO,1993,94.51,11.16,26.36992153,330000.0,71.63,1885478.0,4000.0,,50.8610879295956,0.982,1000.0,1.6211,,,30360.0,76.87747036,,0.982,18.18181818,0.046207692,1000.0
LSO,1994,123.15,11.27,26.34026199,325000.0,73.19,1910642.0,2000.0,,50.4376182072169,0.055,1300.0,1.8013,,,30360.0,76.71277997,,0.055,16.30769231,0.045575641,2000.0
LSO,1995,77.42,11.37,26.30355147,320000.0,82.12,1934079.0,2000.0,,50.5219565313067,0.675,1904.0,1.8733,,,30360.0,76.54808959,,0.675,18.45,0.04494359,2000.0
LSO,1996,140.16,11.36,26.1693734,322000.0,70.72,1955098.0,2000.0,,50.4583246595572,-0.269,2082.0,1.931,,,30360.0,76.61396574,,-0.269,18.88819876,0.044311539,2000.0
LSO,1997,132.45,11.55,25.87544399,325000.0,80.05,1972579.0,2000.0,,50.0828044392572,0.192,1606.0,2.284,,,30360.0,76.71277997,,0.192,17.24923077,0.043679487,2000.0
LSO,1998,114.38,11.53,25.46867945,325000.0,71.88,1985639.0,2100.0,,49.0257530322207,0.889,1800.0,2.2192,,,30360.0,76.71277997,,0.889,18.46153846,0.043047436,2100.0
LSO,1999,119.32,11.51,24.99599603,325000.0,89.56,1994243.0,1885.0,,47.9653423085916,1.202,1863.0,2.1687,,,30360.0,76.71277997,,1.202,15.50461538,0.042415385,1291.0
LSO,2000,114.17,11.8,24.50430994,330000.0,95.22,1998630.0,2426.0,62.72729,46.5608673609097,0.308,3420.0,2.1399,,,30360.0,76.87747036,788,0.308,24.22424242,0.0438,2148.0
LSO,2001,147.94,11.63,23.78698343,330000.0,102.38,1999473.0,3405.0,,44.9258671834401,0.569,4910.0,2.248,,,30360.0,76.87747036,,0.569,34.36666667,0.0438,3026.0
LSO,2002,110.14,11.68,22.77861368,300000.0,94.02,1997534.0,,62.72729,43.5372406415372,0.572,,2.2984,,,30360.0,75.88932806,,0.572,,0.0438,
LSO,2003,100.36,11.68,21.73796933,300000.0,90.89,1993030.0,,,41.7760665038538,0.941,,2.3488,,,30360.0,75.88932806,,0.941,,0.0438,
LSO,2004,99.73,11.71,20.92381905,310000.0,91.98,1985384.0,,58.59683,40.3044082839425,1.065,,2.266,,,30360.0,76.21870883,,1.065,,0.0438,
LSO,2005,99.85,11.77,20.59493148,323000.0,103.08,1977424.0,,,38.5033959237891,1.055,,2.4879,,,30360.0,76.64690382,,1.055,,0.0438,
LSO,2006,93.9,11.83,21.07397801,303000.0,88.63,1976780.0,,54.46637,36.9042512267146,0.479,,2.9858,,,30360.0,75.98814229,,0.479,,0.0438,
LSO,2007,91.64,11.57,22.26179388,325000.0,101.43,1983465.0,,,34.3538344722855,0.606,,3.4109,,,30360.0,76.71277997,,0.606,,0.0438,
LSO,2008,92.16,11.73,23.78439353,358000.0,104.16,1995014.0,,50.33592,32.5952505057701,0.358,,3.658,,,30360.0,77.7997365,,0.358,,0.0438,
LSO,2009,89.03,11.82,25.26779138,335000.0,92.09,2009169.0,,,32.454421472275,0.346,,3.8619,,,30360.0,77.04216074,,0.346,,0.0438,
LSO,2010,128.68,11.72,26.33800187,322000.0,91.44,2022747.0,,46.20546,32.235748872015,1.087,,4.0953,,,30360.0,76.61396574,,1.087,,0.0438,
LSO,2011,109.65,11.75,26.94817199,308000.0,104.44,2037677.0,,,31.9999340785207,0.242,,4.6501,,,30360.0,76.15283267,,0.242,,0.0438,
LSO,2012,105.35,11.95,26.52415764,281300.0,104.95,2054718.0,,42.075,31.4670309559737,0.561,,4.8706,,,30360.0,75.27338603,,0.561,,0.0438,
LSO,2013,110.27,12.08,25.24284933,248100.0,91.35,2073939.0,,,31.2071403322729,0.545,,5.1192,,,30360.0,74.1798419,,0.545,,0.0438,
LSO,2014,114.24,11.87,26.80115603,272300.0,101.75,2095242.0,,37.94455,31.064411311636,0.53,,4.8634,22763.000001059998,650874.5928541484,30360.0,74.97694335,788,0.53,,0.0438,
LSO,2015,102.87,,25.89110637,219000.0,99.58,2118521.0,73.01,,30.7773192047105,1.072,1498.08,5.0003,22229.999998932002,652023.970588825,30360.0,73.22134387,788,1.072,7.266712329,0.0438,20.32
LSO,2016,82.89,,25.37340802,352000.0,98.67,2143872.0,314.1,33.81409,30.2455670105807,1.668,1522.0,5.5114,23560.000000944,648426.2423810767,30360.0,77.60210804,788,1.668,5.578181818,0.0438,127.42
LSO,2017,149.5,,22.43470122,414000.0,93.41,2170617.0,1007.88,,30.3008890169446,0.774,1402.18,5.04,24179.999998572,657716.2481529323,30360.0,79.64426877,788,0.774,8.206280193,0.0438,987.34
LSO,2018,132.65,,23.02400268,429300.0,93.26,2198017.0,1873.84,29.68363,30.297282810374,0.647,3036.97,5.4,24332.999998824,665939.4267100983,30360.0,80.14822134,788,0.647,15.77936175,0.0438,1863.27
LSO,2019,86.25,,21.18105939,429000.0,92.79,2225702.0,257.1,,29.8341971682511,1.544,3056.28,5.4,24329.999999712003,664020.3230577081,30360.0,80.13833992,788,1.544,7.820745921,0.0438,41.73
LSO,2020,87.47,,23.43910132,429000.0,93.89,2254100.0,469.82,25.55318,30.2210585674228,0.589,2733.19,3.492,24329.999999712003,681212.8811682775,30360.0,80.13833992,788,0.589,8.674149184,0.0438,518.24
LSO,2021,119.14,,,429000.0,92.6,2281454.0,354.8,,29.9581895821633,0.784,3001.77,3.708,24329.999999712003,683482.3145498479,30360.0,80.13833992,788,0.784,8.286689977,0.0438,198.42
LSO,2022,107.64,,,,93.82,2305825.0,251.07,,29.3885876819578,0.862,1910.6,3.708,,,,,..,0.862,,,62.88
LSO,2023,..,,,,,2330318.0,,,,0.726,,,,,,,..,0.726,,,
