code,year,0. Crop production index,1. Mean air temperature,"10. PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11. Arable land (hectares),12. Livestock production index (2014-2016 = 100),13. Population,14. Fertilizers by Nutrient (phosphate P2O5),16. Population living in slums (% of urban population),17. Employment in agriculture (% of total employment) (modeled ILO estimate),18. Temperature change on land,19. Fertilizers by Nutrient (nitrogen N),2. Energy use in agriculture,20. Agriculture land area (sq. km),21. Employment in agriculture,3. Land area (sq. km),4. Agriculture land area (% of land area),5. Average precipitation (mm per year),6. Permanent cropland (% of land area),7. Fertilizer consumption (kilograms per hectare of arable land),"8. Annual freshwater withdrawals, total (billion cubic meters)",9. Fertilizers by Nutrient (potash K2O)
CPV,1979,40.33,22.95,,38000.0,24.5,313995.0,14.0,,,0.694,53.0,,,,4030.0,16.12903226,,0.694,2.263157895,,19.0
CPV,1980,55.22,22.8,,38000.0,26.16,317234.0,,,,0.685,61.0,,,,4030.0,16.12903226,,0.685,3.263157895,,63.0
CPV,1981,34.09,22.86,,38000.0,30.5,321634.0,,,,0.383,,,,,4030.0,16.12903226,,0.383,,,
CPV,1982,32.41,22.94,,38000.0,40.77,326319.0,,,,0.626,,,,,4030.0,16.12903226,,0.626,,,
CPV,1983,30.43,22.91,,38000.0,31.6,330971.0,,,,0.623,,,,,4030.0,16.12903226,,0.623,,,
CPV,1984,40.74,22.82,,38000.0,31.01,335473.0,13.0,,,,30.0,,,,4030.0,16.12903226,,,1.763157895,,24.0
CPV,1985,36.16,22.79,,38000.0,40.06,339874.0,30.0,,,0.215,52.0,,,,4030.0,16.12903226,,0.215,2.552631579,,15.0
CPV,1986,52.39,22.9,,38000.0,45.89,344271.0,27.0,,,0.084,99.0,,,,4030.0,16.12903226,,0.084,4.105263158,,30.0
CPV,1987,84.33,22.99,,38000.0,51.9,348718.0,27.0,,,1.119,,,,,4030.0,16.12903226,,1.119,1.842105263,,43.0
CPV,1988,78.84,22.97,,40000.0,64.64,353233.0,,,,0.927,,,,,4030.0,16.62531017,,0.927,,,
CPV,1989,78.12,22.96,,40000.0,63.67,358150.0,,,,1.062,,,,,4030.0,16.62531017,,1.062,,,
CPV,1990,68.5,23.22,42.97168829,41000.0,66.67,364563.0,,,,1.425,,5.3291,,,4030.0,16.87344913,228,1.425,,,
CPV,1991,55.27,23.13,42.81895697,41000.0,71.05,372721.0,,,37.2159832854531,0.792,,8.0849,,,4030.0,16.87344913,,0.792,,,
CPV,1992,50.74,22.84,42.72854445,41000.0,104.13,381947.0,,,36.6573139499849,1.0,,6.3661,,,4030.0,17.12158809,,1.0,,,
CPV,1993,50.82,22.87,42.68538992,41000.0,107.15,391749.0,,,36.104016928746,0.62,,5.8492,,,4030.0,17.12158809,,0.62,,,
CPV,1994,45.59,22.93,42.67443257,41000.0,87.54,401655.0,,,35.3046673758429,0.553,,7.8536,,,4030.0,17.12158809,,0.553,,,
CPV,1995,46.1,23.06,42.68061162,42000.0,116.41,411382.0,,,34.4117572015411,1.587,,7.3558,,,4030.0,17.36972705,,1.587,,,
CPV,1996,52.06,23.21,43.28502714,42000.0,83.7,421007.0,,,33.6469349824833,1.71,,9.0494,,,4030.0,17.36972705,,1.71,,,
CPV,1997,49.68,23.09,44.71225898,44000.0,98.52,430654.0,,,32.6455739613823,1.766,102.0,10.0995,,,4030.0,17.86600496,,1.766,2.318181818,,
CPV,1998,52.39,23.14,46.41246601,44000.0,114.04,440214.0,,,31.6164603587673,1.892,108.0,4.8872,,,4030.0,17.86600496,,1.892,2.590909091,,6.0
CPV,1999,75.22,23.15,47.83580706,44000.0,115.27,449627.0,,,30.5989232839838,0.907,180.0,4.8226,,,4030.0,17.86600496,,0.907,4.25,,7.0
CPV,2000,99.6,23.27,48.432441,44000.0,107.76,458251.0,,,29.2854404606048,1.151,120.0,5.4794,,,4030.0,17.86600496,228,1.151,2.931818182,,9.0
CPV,2001,97.26,23.42,47.52681826,46000.0,97.99,465958.0,,,28.5888984158666,1.441,243.0,5.193,,,4030.0,18.36228288,,1.441,5.282608696,0.02155,
CPV,2002,88.87,23.16,45.22335498,47000.0,96.16,473231.0,,,27.6428425148474,1.473,,5.9647,,,4030.0,18.61042184,,1.473,,0.025602626,
CPV,2003,92.57,23.25,42.14215861,47000.0,91.54,480089.0,,,26.8862657521136,0.982,,10.3128,,,4030.0,18.61042184,,0.982,,0.029655252,
CPV,2004,91.17,23.37,38.90333661,48000.0,100.03,486583.0,,,25.7046470005022,1.02,,8.4115,,,4030.0,18.85856079,,1.02,,0.033707878,
CPV,2005,87.86,23.34,36.12699643,48000.0,102.3,492827.0,,,24.7214837519157,0.634,,7.618,,,4030.0,18.85856079,,0.634,,0.040812103,
CPV,2006,89.17,23.34,33.4651818,48000.0,95.62,498884.0,,,23.7371588353292,0.818,,8.1882,,,4030.0,18.85856079,,0.818,,0.047916328,
CPV,2007,98.97,23.33,30.49945921,48000.0,96.17,504733.0,,,22.3683899487034,0.283,,7.466,,,4030.0,18.85856079,,0.283,,0.055020553,
CPV,2008,91.43,23.36,27.7442202,50000.0,92.61,510336.0,,,21.5326743167888,0.764,,9.3078,,,4030.0,19.35483871,,0.764,,0.062124777,
CPV,2009,89.68,23.35,25.71385632,50000.0,104.87,515638.0,,,21.1821687942623,0.599,,14.1741,,,4030.0,19.35483871,,0.599,,0.069229002,
CPV,2010,87.65,23.33,24.92275913,50000.0,100.26,521212.0,,,20.1608424470267,2.083,,16.4894,,,4030.0,19.35483871,,2.083,,0.076333227,
CPV,2011,100.06,23.4,42.20199122,50000.0,91.75,527521.0,,,19.1052603975455,1.01,,15.8808,,,4030.0,19.60297767,,1.01,,0.083437452,
CPV,2012,104.42,23.45,51.11123349,50000.0,93.83,533864.0,,,18.2742005230319,0.379,,11.0937,,,4030.0,19.60297767,,0.379,,0.090541677,
CPV,2013,109.56,23.54,36.41467588,50000.0,96.82,539940.0,,,17.4489682322818,0.813,,5.5983,,,4030.0,19.60297767,,0.813,,0.097645901,
CPV,2014,100.53,23.41,31.35084589,50000.0,97.23,546076.0,,,16.615706389124,0.565,,10.2727,,,4030.0,19.60297767,228,0.565,,0.104750126,
CPV,2015,101.41,,51.42041369,50000.0,99.54,552166.0,26.68,,15.76179647527,0.553,120.5,9.5251,,,4030.0,19.60297767,228,0.553,3.0346,0.111854351,4.55
CPV,2016,98.06,,43.03149009,50000.0,103.23,558394.0,16.6,,14.7118964486198,1.214,135.71,10.0551,,,4030.0,19.60297767,228,1.214,3.0816,0.118958576,1.77
CPV,2017,91.26,,53.86926236,50000.0,81.99,564954.0,22.7,,13.6167403600925,1.502,161.97,11.1237,,,4030.0,19.60297767,228,1.502,3.9134,0.1260628,11.0
CPV,2018,72.04,,31.73842295,50000.0,75.69,571202.0,10.95,,11.8382835657588,0.408,178.65,17.8136,,,4030.0,19.60297767,228,0.408,4.07,0.133167025,13.9
CPV,2019,70.18,,39.35191352,50000.0,79.99,577030.0,17.95,,10.6044463385184,1.085,176.95,15.5652,,,4030.0,19.60297767,228,1.085,4.0876,0.14687253,9.47
CPV,2020,69.34,,42.32252209,50000.0,85.86,582640.0,52.01,,10.743090600802,,264.61,14.4639,,,4030.0,19.60297767,228,,5.6728,0.20683121,107.11
CPV,2021,70.52,,,50000.0,84.62,587925.0,70.46,,10.5378314239351,1.118,378.62,6.9105,,,4030.0,19.60297767,228,1.118,5.373,0.17153252,85.29
CPV,2022,66.15,,,,88.65,593149.0,28.42,,10.136317875509,1.206,302.41,6.9105,,,,,..,1.206,,,78.21
CPV,2023,..,,,,,598682.0,,,,2.165,,,,,,,..,2.165,,,
