code,year,0. Crop production index,1. Mean air temperature,"10. PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",11. Arable land (hectares),12. Livestock production index (2014-2016 = 100),13. Population,14. Fertilizers by Nutrient (phosphate P2O5),16. Population living in slums (% of urban population),17. Employment in agriculture (% of total employment) (modeled ILO estimate),18. Temperature change on land,19. Fertilizers by Nutrient (nitrogen N),2. Energy use in agriculture,20. Agriculture land area (sq. km),21. Employment in agriculture,3. Land area (sq. km),4. Agriculture land area (% of land area),5. Average precipitation (mm per year),6. Permanent cropland (% of land area),7. Fertilizer consumption (kilograms per hectare of arable land),"8. Annual freshwater withdrawals, total (billion cubic meters)",9. Fertilizers by Nutrient (potash K2O)
MDG,1966,,22.39,,2000000.0,113.87,5936461.0,2000.0,,,-0.092,2500.0,,,,581540.0,60.64931045,,-0.092,3.125,,1750.0
MDG,1967,,22.34,,2015000.0,114.72,6099529.0,2600.0,,,0.288,3200.0,,,,581540.0,60.69229976,,0.288,3.82133995,,1900.0
MDG,1968,,22.38,,2030000.0,117.54,6270528.0,1846.0,,,-0.422,3190.0,,,,581540.0,60.73528906,,-0.422,3.291133005,,1645.0
MDG,1969,,22.51,,2050000.0,114.74,6450324.0,3400.0,,,0.409,6500.0,,,,581540.0,60.78687623,,0.409,6.292682927,,3000.0
MDG,1970,,22.51,,2060000.0,114.23,6639751.0,3500.0,,,0.248,7000.0,,,,581540.0,60.82126767,,0.248,6.990291262,,3900.0
MDG,1971,,22.47,,2070000.0,109.85,6840457.0,2573.0,,,-0.22,5964.0,,,,581540.0,60.85565911,,-0.22,6.11884058,,4129.0
MDG,1972,,22.5,,2090000.0,116.75,7051090.0,3217.0,,,-0.06,5918.0,,,,581540.0,60.90724628,,-0.06,6.473205742,,4394.0
MDG,1973,,22.57,,2100000.0,117.24,7268560.0,1956.0,,,0.197,4187.0,,,,581540.0,60.94163772,,0.197,4.238095238,,2757.0
MDG,1974,57.27,22.56,,2124000.0,117.46,7491935.0,620.0,,,-0.238,4980.0,,,,581540.0,61.00182275,,-0.238,4.076271186,,3058.0
MDG,1975,56.88,22.46,,2296000.0,120.83,7720859.0,1501.0,,,-0.189,3514.0,,,,581540.0,61.49018124,,-0.189,2.590156794,,932.0
MDG,1976,58.89,22.52,,2289000.0,121.17,7955197.0,825.0,,,0.06,3880.0,,,,581540.0,61.4987791,,0.06,3.853211009,,4115.0
MDG,1977,57.21,22.56,,2443000.0,99.51,8195142.0,888.0,,,0.411,4169.0,,,,581540.0,61.78250851,,0.411,3.19525174,,2749.0
MDG,1978,54.41,22.54,,2500000.0,146.28,8440919.0,1495.0,,,0.548,4667.0,,,,581540.0,61.90459814,,0.548,4.3132,,4621.0
MDG,1979,55.05,22.63,,2520000.0,130.37,8692289.0,1000.0,,,0.31,3400.0,,,,581540.0,61.93898958,,0.31,2.936507937,,3000.0
MDG,1980,57.02,22.58,,2540000.0,134.1,8948162.0,2000.0,,,0.37,4000.0,,,,581540.0,61.97338102,,0.37,3.464566929,,2800.0
MDG,1981,56.25,22.65,,2560000.0,138.05,9207310.0,1400.0,,,0.152,3500.0,,,,581540.0,62.03356605,,0.152,2.734375,,2100.0
MDG,1982,56.86,22.6,,2570000.0,136.62,9470990.0,3000.0,,,0.329,6600.0,,,,581540.0,62.07655535,,0.329,6.070038911,,6000.0
MDG,1983,60.76,22.46,,2600000.0,135.32,9740088.0,3500.0,,,0.453,7400.0,,,,581540.0,62.13674038,,0.453,5.384615385,,3100.0
MDG,1984,61.48,22.53,,2620000.0,138.4,10015017.0,1000.0,,,-0.068,2000.0,,,,581540.0,62.17972968,,-0.068,2.519083969,16.303,3600.0
MDG,1985,62.38,22.56,,2650000.0,139.69,10297746.0,1400.0,,,0.112,5600.0,,,,581540.0,62.23991471,,0.112,3.660377358,16.1196625,2700.0
MDG,1986,65.31,22.74,,2670000.0,142.15,10588428.0,2160.0,,,-0.008,6153.0,,,,581540.0,62.28290401,,-0.008,4.062172285,15.936325,2533.0
MDG,1987,63.38,22.62,,2680000.0,142.68,10890514.0,1466.0,,,0.523,3567.0,,,,581540.0,62.31729546,,0.523,2.340298507,15.7529875,1239.0
MDG,1988,63.8,22.73,,2700000.0,147.83,11206789.0,3506.0,,,0.569,3830.0,,,,581540.0,62.36888262,,0.569,3.971111111,15.56965,3386.0
MDG,1989,67.63,22.67,,2710000.0,148.14,11536734.0,1043.0,,,0.033,2473.0,,,,581540.0,62.41187193,,0.033,2.294833948,15.3863125,2703.0
MDG,1990,67.62,22.84,10.70600835,2720000.0,151.06,11882762.0,2538.0,,,0.088,4356.0,187.44,,,581540.0,62.46345909,1513,0.088,3.990808824,15.202975,3961.0
MDG,1991,67.44,22.72,10.58430707,2750000.0,80.83,12245260.0,2330.0,,79.2056602093914,0.391,3745.0,183.0,,,581540.0,62.5064484,,0.391,3.444363636,15.0196375,3397.0
MDG,1992,67.67,22.48,10.51042704,2780000.0,82.23,12623342.0,1636.0,,79.1709725550676,0.366,3938.0,178.56,,,581540.0,62.54083984,,0.366,2.768705036,14.8363,2123.0
MDG,1993,70.47,22.45,10.47245716,2900000.0,84.68,13020100.0,1574.0,,79.1385001102528,0.331,5973.0,174.12,,,581540.0,62.7471885,,0.331,3.821724138,14.6529625,3536.0
MDG,1994,67.44,22.62,10.45848633,2900000.0,85.46,13436121.0,2659.0,,79.2726774847292,0.281,6008.0,169.68,,,581540.0,62.72999278,,0.281,3.884827586,14.469625,2599.0
MDG,1995,68.7,22.69,10.45660345,2900000.0,87.83,13869138.0,2688.0,,79.098857849999,0.236,7727.0,165.24,,,581540.0,62.72999278,,0.236,4.326206897,14.2862875,2131.0
MDG,1996,70.07,22.65,10.5780517,2900000.0,87.34,14317454.0,4631.0,,79.0016020709682,0.053,8917.0,160.8,,,581540.0,62.92946315,,0.053,5.747931034,14.10295,3121.0
MDG,1997,70.85,22.77,10.87907669,2900000.0,90.47,14778903.0,2996.0,,78.8547796480776,0.554,3636.0,156.36,,,581540.0,64.46676067,,0.554,3.275862069,13.9196125,2868.0
MDG,1998,69.78,22.83,11.26527092,2900000.0,89.64,15250934.0,2734.0,,78.7512864322465,0.744,3590.0,151.92,,,581540.0,66.18633284,,0.744,2.992068966,13.736275,2353.0
MDG,1999,72.3,22.79,11.64222689,2900000.0,89.49,15730885.0,2268.0,,78.6706460200346,0.368,4296.0,147.48,,,581540.0,67.92310073,,0.368,2.715172414,13.5529375,1310.0
MDG,2000,70.69,22.81,11.91553713,2900000.0,89.21,16216431.0,2961.0,91.43569,78.6854215624854,0.421,3796.0,143.04,,,581540.0,69.6426729,1513,0.421,3.141724138,13.3696,2354.0
MDG,2001,73.63,22.94,12.07878242,2950000.0,82.31,16709665.0,2838.0,,78.646046198351,0.546,3205.0,138.6,,,581540.0,70.23248616,,0.546,3.068135593,13.38718,3008.0
MDG,2002,71.85,22.91,12.2058972,2950000.0,81.66,17211934.0,1758.86,89.03413,81.1103113253326,0.491,2683.47,134.16,,,581540.0,70.23248616,,0.491,2.103335593,13.40476,1762.51
MDG,2003,74.29,22.95,12.32300448,2950000.0,82.09,17724310.0,945.87,,81.5511692463145,0.53,4686.85,129.72,,,581540.0,70.23248616,,0.53,2.359620339,13.42234,1328.16
MDG,2004,77.91,22.95,12.45622727,2950000.0,83.91,18250774.0,1884.6,86.63257,81.9183766526609,0.333,2861.48,125.28,,,581540.0,70.23248616,,0.333,2.263522034,13.43992,1931.31
MDG,2005,88.16,22.9,12.63168856,3000000.0,91.02,18792171.0,4567.59,,81.9640947812637,0.456,7463.6,120.84,,,581540.0,70.31846477,,0.456,5.567373333,13.4575,4670.93
MDG,2006,90.7,22.95,12.85101204,3000000.0,91.39,19350299.0,2068.17,84.23101,80.3407292936396,0.627,3821.17,116.4,,,581540.0,70.31846477,,0.627,2.52645,13.4575,1690.01
MDG,2007,92.54,22.95,13.11900191,3000000.0,93.63,19924958.0,2549.34,,78.4531642787992,0.54,4502.81,111.96,,,581540.0,70.31846477,,0.54,3.210956667,13.4575,2580.72
MDG,2008,96.27,22.96,13.46655191,3000000.0,93.07,20513599.0,2370.7,81.82945,76.5066454535775,0.377,7502.12,107.52,,,581540.0,70.32190391,,0.377,4.273506667,13.4575,2947.7
MDG,2009,103.85,22.99,13.92455578,3000000.0,96.69,21117092.0,1636.72,,75.2920620374423,0.74,4410.95,103.08,,,581540.0,70.32190391,,0.74,2.605223333,13.4575,1768.0
MDG,2010,106.3,23.02,14.52390726,3000000.0,96.9,21731053.0,2040.1,79.42789,73.3571582289302,1.033,4577.51,98.64,,,581540.0,70.32190391,,1.033,2.977286667,13.4575,2314.25
MDG,2011,105.45,23.1,16.01701781,3000000.0,97.65,22348158.0,1685.57,,71.2551299367071,0.975,8660.94,94.2,,,581795.0,70.29108191,,0.975,4.203673333,13.4575,2264.51
MDG,2012,110.29,23.16,14.70097017,3000000.0,98.51,22966240.0,2260.43,77.02633,68.8728786485411,0.768,16838.84,89.76,,,581795.0,70.29108191,,0.768,7.03834,13.4575,2015.75
MDG,2013,97.67,23.14,15.50495195,3000000.0,98.22,23588073.0,2226.71,,71.1856752282833,0.631,10261.44,85.32,,,581800.0,70.29047783,,0.631,4.799916667,13.4575,1911.6
MDG,2014,101.75,23.12,15.00220058,3000000.0,97.76,24215976.0,3994.18,74.62477,73.0968857266804,0.654,18316.46,80.88,408950.00001494,17701124.30432035,581800.0,70.29047783,1513,0.654,8.734476667,13.4575,3892.79
MDG,2015,98.43,,16.07771766,3000000.0,100.17,24850912.0,2666.43,,74.64428156637,1.003,16444.6,76.44,408950.00001494,18549784.72509083,581800.0,70.29047783,1513,1.003,7.531023333,13.4575,3482.04
MDG,2016,99.82,,16.13873646,3000000.0,102.07,25501941.0,4311.81,72.22321,73.9809314360574,0.916,9337.1,72.0,408950.00001494,18866573.48607381,581800.0,70.29047783,1513,0.916,5.988923333,13.4575,4317.86
MDG,2017,97.24,,12.55149979,3000000.0,101.28,26169542.0,3936.95,,73.3285308066143,1.238,31410.7,84.0,408950.00001494,19189740.667419866,581800.0,70.29047783,1513,1.238,12.99518667,13.4575,3637.91
MDG,2018,101.87,,12.72380957,3000000.0,94.38,26846541.0,4642.05,69.82165,72.7796980950079,0.929,28692.64,90.0,408950.00001494,19538831.488752514,581800.0,70.29047783,1513,0.929,12.60090667,13.4575,4468.03
MDG,2019,102.83,,12.79453865,3000000.0,95.33,27533134.0,5984.15,,71.9196151923047,1.329,24184.52,90.0,408950.00001494,19801724.023181614,581800.0,70.29047783,1513,1.329,11.94542,13.4575,5667.59
MDG,2020,103.99,,12.75351995,3000000.0,92.98,28225177.0,6841.65,67.42009,71.6667729243647,1.059,19108.35,90.0,408950.00001494,20228073.508090008,581800.0,70.29047783,1513,1.059,10.58036,13.4575,5791.08
MDG,2021,105.75,,,3000000.0,94.44,28915653.0,5399.02,,71.1895853059746,1.128,9559.29,97.2,408950.00001494,20584933.459214605,581800.0,70.29047783,1513,1.128,3.33934,13.4575,4619.0
MDG,2022,108.17,,,,94.4,29611714.0,3149.63,,70.0664413449793,0.806,14651.84,97.2,,,,,..,0.806,,,2830.25
MDG,2023,..,,,,,30325732.0,,,,1.275,,,,,,,..,1.275,,,
